#  i    Total    Potential    Kinetic    Temperature   Pressure
 490  -1.63729   -3.13729        1.5          1    35.5203
 491   -1.6408    -3.1408        1.5          1    35.4997
 492  -1.64441   -3.14441        1.5          1    35.4798
 493  -1.64808   -3.14808        1.5          1    35.4588
 494  -1.65179   -3.15179        1.5          1     35.437
 495  -1.65549   -3.15549        1.5          1     35.416
 496  -1.65915   -3.15915        1.5          1    35.3949
 497  -1.66274   -3.16274        1.5          1    35.3752
 498  -1.66625   -3.16625        1.5          1    35.3558
 499  -1.66964   -3.16964        1.5          1    35.3362
 500  -1.67289   -3.17289        1.5          1    35.3181
 501    -1.676     -3.176        1.5          1    35.3011
 502  -1.67895   -3.17895        1.5          1    35.2844
 503  -1.68173   -3.18173        1.5          1     35.268
 504  -1.68433   -3.18433        1.5          1    35.2532
 505  -1.68676   -3.18676        1.5          1    35.2391
 506    -1.689     -3.189        1.5          1    35.2254
 507  -1.69107   -3.19107        1.5          1    35.2139
 508  -1.69297   -3.19297        1.5          1     35.202
 509  -1.69471   -3.19471        1.5          1    35.1918
 510  -1.69629   -3.19629        1.5          1    35.1818
 511  -1.69775   -3.19775        1.5          1    35.1719
 512   -1.6991    -3.1991        1.5          1    35.1623
 513  -1.70035   -3.20035        1.5          1    35.1542
 514  -1.70155   -3.20155        1.5          1    35.1459
 515   -1.7027    -3.2027        1.5          1    35.1384
 516  -1.70385   -3.20385        1.5          1    35.1306
 517  -1.70503   -3.20503        1.5          1    35.1221
 518  -1.70626   -3.20626        1.5          1    35.1135
 519  -1.70757   -3.20757        1.5          1    35.1043
 520  -1.70899   -3.20899        1.5          1    35.0949
 521  -1.71055   -3.21055        1.5          1    35.0847
 522  -1.71226   -3.21226        1.5          1    35.0736
 523  -1.71413   -3.21413        1.5          1    35.0623
 524  -1.71618   -3.21618        1.5          1    35.0501
 525  -1.71842   -3.21842        1.5          1    35.0364
 526  -1.72083   -3.22083        1.5          1    35.0222
 527  -1.72341   -3.22341        1.5          1    35.0067
 528  -1.72615   -3.22615        1.5          1    34.9914
 529  -1.72903   -3.22903        1.5          1    34.9746
 530  -1.73202   -3.23202        1.5          1    34.9587
 531   -1.7351    -3.2351        1.5          1    34.9412
 532  -1.73823   -3.23823        1.5          1    34.9233
 533  -1.74139   -3.24139        1.5          1    34.9054
 534  -1.74454   -3.24454        1.5          1    34.8883
 535  -1.74764   -3.24764        1.5          1    34.8714
 536  -1.75065   -3.25065        1.5          1    34.8555
 537  -1.75355   -3.25355        1.5          1     34.839
 538   -1.7563    -3.2563        1.5          1    34.8234
 539  -1.75887   -3.25887        1.5          1    34.8093
 540  -1.76124   -3.26124        1.5          1     34.797
 541  -1.76338   -3.26338        1.5          1    34.7854
 542  -1.76528   -3.26528        1.5          1    34.7743
 543  -1.76691   -3.26691        1.5          1     34.765
 544  -1.76828   -3.26828        1.5          1    34.7577
 545  -1.76938   -3.26938        1.5          1    34.7518
